date,timestamp,state,stateId,confirmed,deaths,confirmedNew,deathsNew,totalTests,casesPerCapita,caseRate,deathRate,recovered,positive,negative,pending,hospitalizedCumulative,onVentilatorCumulative,inIcuCumulative
1/22/20,1579669200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/23/20,1579755600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/24/20,1579842000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/25/20,1579928400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/26/20,1580014800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/27/20,1580101200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/28/20,1580187600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/29/20,1580274000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/30/20,1580360400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/31/20,1580446800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/1/20,1580533200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/2/20,1580619600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/3/20,1580706000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/4/20,1580792400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/5/20,1580878800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/6/20,1580965200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/7/20,1581051600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/8/20,1581138000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/9/20,1581224400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/10/20,1581310800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/11/20,1581397200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/12/20,1581483600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/13/20,1581570000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/14/20,1581656400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/15/20,1581742800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/16/20,1581829200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/17/20,1581915600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/18/20,1582002000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/19/20,1582088400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/20/20,1582174800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/21/20,1582261200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/22/20,1582347600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/23/20,1582434000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/24/20,1582520400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/25/20,1582606800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/26/20,1582693200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/27/20,1582779600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/28/20,1582866000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/29/20,1582952400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/1/20,1583038800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/2/20,1583125200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/3/20,1583211600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/4/20,1583298000.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/5/20,1583384400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/6/20,1583470800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/7/20,1583557200.0,Alabama,100,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/8/20,1583643600.0,Alabama,100,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/9/20,1583726400.0,Alabama,100,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/10/20,1583812800.0,Alabama,100,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/11/20,1583899200.0,Alabama,100,0,0,0,0,10.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
3/12/20,1583985600.0,Alabama,100,0,0,0,0,10.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
3/13/20,1584072000.0,Alabama,100,5,0,5,0,12.0,0,0,0,0.0,1.0,11.0,0.0,0.0,0.0,0.0
3/14/20,1584158400.0,Alabama,100,7,0,2,0,74.0,1.4276434603222192e-06,0.2857142857142857,0,0.0,6.0,22.0,46.0,0.0,0.0,0.0
3/15/20,1584244800.0,Alabama,100,11,0,4,0,86.0,2.243439723363487e-06,0.36363636363636365,0,0.0,12.0,28.0,46.0,0.0,0.0,0.0
3/16/20,1584331200.0,Alabama,100,29,0,18,0,96.0,5.914522907049193e-06,0.6206896551724138,0,0.0,28.0,28.0,40.0,0.0,0.0,0.0
3/17/20,1584417600.0,Alabama,100,39,0,10,0,64.0,7.954013564652364e-06,0.2564102564102564,0,0.0,36.0,28.0,0.0,0.0,0.0,0.0
3/18/20,1584504000.0,Alabama,100,51,0,12,0,74.0,1.0401402353776167e-05,0.23529411764705888,0,0.0,46.0,28.0,0.0,0.0,0.0,0.0
3/19/20,1584590400.0,Alabama,100,78,0,27,0,96.0,1.5908027129304727e-05,0.34615384615384615,0,0.0,68.0,28.0,0.0,0.0,0.0,0.0
3/20/20,1584676800.0,Alabama,100,106,0,28,0,109.0,2.1618600970593604e-05,0.26415094339622647,0,0.0,81.0,28.0,0.0,0.0,0.0,0.0
3/21/20,1584763200.0,Alabama,100,131,0,25,0,152.0,2.671732761460153e-05,0.19083969465648853,0,0.0,124.0,28.0,0.0,0.0,0.0,0.0
3/22/20,1584849600.0,Alabama,100,157,0,26,0,1602.0,3.202000332436977e-05,0.16560509554140124,0,0.0,138.0,1464.0,0.0,0.0,0.0,0.0
3/23/20,1584936000.0,Alabama,100,196,0,39,0,1832.0,3.9974016889022137e-05,0.19897959183673475,0,0.0,167.0,1665.0,0.0,0.0,0.0,0.0
3/24/20,1585022400.0,Alabama,100,242,0,46,0,2321.0,4.935567391399672e-05,0.1900826446280992,0,0.0,215.0,2106.0,0.0,0.0,0.0,0.0
3/25/20,1585108800.0,Alabama,100,381,1,139,1,2812.0,7.770459405468079e-05,0.3648293963254593,0,0.0,283.0,2529.0,0.0,0.0,0.0,0.0
3/26/20,1585195200.0,Alabama,100,517,1,136,0,4099.0,0.0001054416669980839,0.26305609284332687,0.0019342359767891683,0.0,506.0,3593.0,0.0,0.0,0.0,0.0
3/27/20,1585281600.0,Alabama,100,587,4,70,3,4771.0,0.00011971810160130608,0.11925042589437818,0.0017035775127768314,0.0,587.0,4184.0,0.0,0.0,0.0,0.0
3/28/20,1585368000.0,Alabama,100,694,4,107,0,4880.0,0.00014154065163766001,0.15417867435158505,0.005763688760806916,0.0,696.0,4184.0,0.0,0.0,0.0,0.0
3/29/20,1585454400.0,Alabama,100,825,10,131,6,4990.0,0.00016825797925226155,0.1587878787878788,0.0048484848484848485,0.0,806.0,4184.0,0.0,0.0,0.0,0.0
3/30/20,1585540800.0,Alabama,100,899,10,74,0,6553.0,0.000183350210118525,0.082313681868743,0.011123470522803115,0.0,859.0,5694.0,0.0,0.0,0.0,0.0
3/31/20,1585627200.0,Alabama,100,987,23,88,13,7279.0,0.0002012977279054329,0.08915906788247219,0.010131712259371834,0.0,981.0,6298.0,0.0,0.0,0.0,0.0
4/1/20,1585713600.0,Alabama,100,1060,27,73,4,7774.0,0.00021618600970593603,0.06886792452830193,0.02169811320754717,0.0,1077.0,6697.0,0.0,0.0,0.0,0.0
4/2/20,1585800000.0,Alabama,100,1233,32,173,5,8736.0,0.0002514691980824709,0.14030819140308193,0.021897810218978103,0.0,1233.0,7503.0,0.0,0.0,0.0,0.0
4/3/20,1585886400.0,Alabama,100,1495,38,262,6,9619.0,0.00030490385331167396,0.17525083612040138,0.02140468227424749,0.0,1432.0,8187.0,0.0,0.0,0.0,0.0
4/4/20,1585972800.0,Alabama,100,1614,44,119,6,10853.0,0.00032917379213715165,0.07372986369268897,0.023543990086741014,0.0,1580.0,9273.0,0.0,212.0,0.0,0.0
4/5/20,1586059200.0,Alabama,100,1765,45,151,1,13078.0,0.00035997010106695953,0.08555240793201135,0.024929178470254956,0.0,1796.0,11282.0,0.0,231.0,0.0,0.0
4/6/20,1586145600.0,Alabama,100,1952,49,187,4,14765.0,0.0003981085763641388,0.09579918032786883,0.02305327868852459,0.0,1968.0,12797.0,0.0,240.0,0.0,0.0
4/7/20,1586232000.0,Alabama,100,2169,64,217,15,14916.0,0.0004423655236341276,0.10004610419548177,0.022591055786076533,0.0,2119.0,12797.0,0.0,271.0,0.0,0.0
4/8/20,1586318400.0,Alabama,100,2328,66,159,2,19122.0,0.00047479342509001803,0.06829896907216493,0.027491408934707903,0.0,2369.0,16753.0,0.0,314.0,0.0,0.0
4/9/20,1586404800.0,Alabama,100,2703,70,375,4,20827.0,0.0005512743247501369,0.1387347391786904,0.0244173140954495,0.0,2769.0,18058.0,0.0,333.0,0.0,0.0
4/10/20,1586491200.0,Alabama,100,2947,80,244,10,21026.0,0.0006010378967956542,0.08279606379368853,0.023752969121140142,0.0,2968.0,18058.0,0.0,368.0,0.0,0.0
4/11/20,1586577600.0,Alabama,100,3217,92,270,12,21249.0,0.0006561041445509398,0.08392912651538698,0.024867889337892447,0.0,3191.0,18058.0,0.0,402.0,113.0,177.0
4/12/20,1586664000.0,Alabama,100,3563,93,346,1,21583.0,0.0007266705213040095,0.09710917765927585,0.02582093741229301,0.0,3525.0,18058.0,0.0,437.0,119.0,189.0
4/13/20,1586750400.0,Alabama,100,3734,99,171,6,29182.0,0.0007615458115490237,0.04579539367970009,0.024906266738082484,0.0,3734.0,25448.0,0.0,457.0,119.0,189.0
4/14/20,1586836800.0,Alabama,100,3953,114,219,15,33117.0,0.0008062106569505332,0.055400961295218876,0.025044270174550975,0.0,3876.0,29241.0,0.0,493.0,132.0,210.0
4/15/20,1586923200.0,Alabama,100,4075,118,122,4,34077.0,0.0008310924429732918,0.02993865030674847,0.027975460122699386,0.0,4113.0,29964.0,0.0,525.0,134.0,219.0
4/16/20,1587009600.0,Alabama,100,4345,133,270,15,36391.0,0.0008861586907285775,0.06214039125431525,0.02715765247410817,0.0,4345.0,32046.0,0.0,553.0,137.0,227.0
4/17/20,1587096000.0,Alabama,100,4571,148,226,15,37848.0,0.0009322511795904091,0.04944213520017504,0.02909647779479326,0.0,4530.0,33318.0,0.0,594.0,148.0,247.0
4/18/20,1587182400.0,Alabama,100,4712,153,141,5,42538.0,0.0009610079978626138,0.029923599320882843,0.031409168081494056,0.0,4655.0,37883.0,0.0,620.0,148.0,247.0
4/19/20,1587268800.0,Alabama,100,4888,157,176,4,45712.0,0.0009969030334364296,0.036006546644844484,0.03130114566284779,0.0,4837.0,40875.0,0.0,641.0,157.0,260.0
4/20/20,1587355200.0,Alabama,100,5079,163,191,6,45900.0,0.0010358573049966502,0.037605827918881674,0.030911596771017916,0.0,5025.0,40875.0,0.0,641.0,157.0,260.0
4/21/20,1587441600.0,Alabama,100,5317,183,238,20,48526.0,0.0010843971826476056,0.04476208388188829,0.030656385179612562,0.0,5231.0,43295.0,0.0,699.0,157.0,260.0
4/22/20,1587528000.0,Alabama,100,5593,196,276,13,48760.0,0.001140687124797453,0.04934739853388159,0.03271947076703022,0.0,5465.0,43295.0,0.0,730.0,170.0,288.0
4/23/20,1587614400.0,Alabama,100,5832,202,239,6,52641.0,0.0011894309515141689,0.040980795610425225,0.033607681755829906,0.0,5778.0,46863.0,0.0,768.0,170.0,288.0
4/24/20,1587700800.0,Alabama,100,6026,209,194,7,52695.0,0.0012289970702716703,0.03219382675074678,0.03352140723531364,0.0,5832.0,46863.0,0.0,768.0,170.0,288.0
4/25/20,1587787200.0,Alabama,100,6026,209,0,0,71344.0,0.0012289970702716703,0.0,0.03468304015930966,0.0,6137.0,65207.0,0.0,839.0,170.0,288.0
4/26/20,1587873600.0,Alabama,100,6421,219,395,10,73551.0,0.0013095569512469956,0.0615168976794892,0.03254944712661579,0.0,6270.0,67281.0,0.0,845.0,170.0,288.0
4/27/20,1587960000.0,Alabama,100,6539,228,118,9,73997.0,0.001333622941006713,0.018045572717540925,0.03349135953509711,0.0,6499.0,67498.0,0.0,872.0,195.0,335.0
4/28/20,1588046400.0,Alabama,100,6750,242,211,14,75827.0,0.00137665619388214,0.03125925925925921,0.033777777777777775,0.0,6687.0,69140.0,0.0,911.0,195.0,335.0
4/29/20,1588132800.0,Alabama,100,6912,256,162,14,80449.0,0.0014096959425353112,0.0234375,0.03501157407407408,0.0,6842.0,73607.0,0.0,945.0,195.0,335.0
4/30/20,1588219200.0,Alabama,100,7088,272,176,16,87196.0,0.001445590978109127,0.02483069977426633,0.03611738148984198,0.0,7019.0,80177.0,0.0,978.0,195.0,335.0
5/1/20,1588305600.0,Alabama,100,7294,289,206,17,91933.0,0.0014876044856557524,0.028242391006306544,0.03729092404716205,0.0,7158.0,84775.0,0.0,1008.0,195.0,335.0
5/2/20,1588392000.0,Alabama,100,7611,288,317,1,92209.0,0.0015522563395017727,0.04165024306924192,0.037971357246091186,0.0,7434.0,84775.0,0.0,1023.0,195.0,335.0
5/3/20,1588478400.0,Alabama,100,7888,290,277,2,92500.0,0.0016087502307173807,0.03511663286004052,0.036511156186612576,0.0,7725.0,84775.0,0.0,1035.0,242.0,403.0
5/4/20,1588564800.0,Alabama,100,8112,298,224,8,103117.0,0.0016544348214476918,0.027613412228796874,0.03574950690335306,0.0,8025.0,95092.0,0.0,1064.0,247.0,411.0
5/5/20,1588651200.0,Alabama,100,8437,315,325,17,106766.0,0.0017207182678197948,0.03852080123266566,0.035320611591798036,0.0,8285.0,98481.0,0.0,1107.0,255.0,428.0
5/6/20,1588737600.0,Alabama,100,8691,343,254,28,109516.0,0.0017725213305229152,0.029225635715107612,0.03624439074905074,0.0,8581.0,100935.0,0.0,1158.0,264.0,442.0
5/7/20,1588824000.0,Alabama,100,9046,369,355,26,115173.0,0.0018449232488678277,0.03924386469157637,0.03791731151890338,0.0,8898.0,106275.0,0.0,1178.0,266.0,448.0
5/8/20,1588910400.0,Alabama,100,9385,383,339,14,120114.0,0.0019140619821605752,0.03612147043153968,0.03931806073521577,0.0,9221.0,110893.0,0.0,1207.0,266.0,454.0
5/9/20,1588996800.0,Alabama,100,9668,390,283,7,125494.0,0.001971779567770745,0.02927182457592059,0.03961522548613984,0.0,9567.0,115927.0,0.0,1228.0,272.0,459.0
5/10/20,1589083200.0,Alabama,100,9889,393,221,3,127421.0,0.002016852311303775,0.02234806350490448,0.03943775912630195,0.0,9777.0,117644.0,0.0,1240.0,274.0,460.0
5/11/20,1589169600.0,Alabama,100,10164,403,275,10,129444.0,0.002072938304387862,0.02705627705627711,0.03866587957497048,0.0,10009.0,119435.0,0.0,1256.0,276.0,463.0
5/12/20,1589256000.0,Alabama,100,10464,435,300,32,133218.0,0.0021341230241159574,0.028669724770642224,0.03851299694189603,0.0,10310.0,122908.0,0.0,1287.0,280.0,468.0
5/13/20,1589342400.0,Alabama,100,10700,450,236,15,136372.0,0.002182255003635392,0.022056074766355183,0.04065420560747664,0.0,10617.0,125755.0,0.0,1317.0,284.0,477.0
5/14/20,1589428800.0,Alabama,100,11101,473,401,23,141985.0,0.0022640385790052794,0.036122871813350166,0.040536888568597426,0.0,10968.0,131017.0,0.0,1350.0,291.0,489.0
5/15/20,1589515200.0,Alabama,100,11373,483,272,10,146063.0,0.0023195127248920853,0.02391629297458897,0.04158973006242856,0.0,11216.0,134847.0,0.0,1377.0,293.0,497.0
5/16/20,1589601600.0,Alabama,100,11674,485,301,2,153494.0,0.002380901393685941,0.02578379304437206,0.04137399348980641,0.0,11523.0,141971.0,0.0,1387.0,295.0,501.0
5/17/20,1589688000.0,Alabama,100,11771,488,97,3,156350.0,0.002400684453064692,0.008240591283663279,0.0412029564183162,0.0,11771.0,144579.0,0.0,1392.0,296.0,504.0
5/18/20,1589774400.0,Alabama,100,12086,489,315,1,157123.0,0.0024649284087791914,0.026063213635611482,0.04037729604501076,0.0,12086.0,145037.0,0.0,1416.0,302.0,512.0
5/19/20,1589860800.0,Alabama,100,12376,504,290,15,157566.0,0.0025240736378496836,0.023432449903038166,0.03951195862960569,0.0,12376.0,145190.0,0.0,1453.0,306.0,517.0
5/20/20,1589947200.0,Alabama,100,13052,522,676,18,164450.0,0.0026619432063036577,0.05179282868525892,0.03861477168250076,0.0,12744.0,151706.0,0.0,1493.0,309.0,524.0
5/21/20,1590033600.0,Alabama,100,13288,529,236,7,170739.0,0.0027100751858230927,0.017760385310054194,0.039283564118001206,0.0,13119.0,157620.0,0.0,1528.0,311.0,526.0
5/22/20,1590120000.0,Alabama,100,13670,541,382,12,177768.0,0.0027879837289435335,0.027944403803950246,0.03869787856620337,7951.0,13563.0,164205.0,0.0,1561.0,315.0,531.0
5/23/20,1590206400.0,Alabama,100,14117,549,447,8,182676.0,0.0028791489613383954,0.031663951264433,0.038322589785365166,7951.0,13938.0,168738.0,0.0,1589.0,319.0,538.0
5/24/20,1590292800.0,Alabama,100,14478,551,361,2,185799.0,0.00295277457407787,0.02493438320209973,0.037919602154993785,7951.0,14327.0,171472.0,0.0,1612.0,320.0,537.0
5/25/20,1590379200.0,Alabama,100,14986,566,508,15,190315.0,0.003056380699484111,0.03389830508474578,0.03676764980648605,7951.0,14730.0,175585.0,0.0,1629.0,323.0,543.0
5/26/20,1590465600.0,Alabama,100,15650,580,664,14,193759.0,0.003191802879148961,0.04242811501597443,0.03616613418530351,7951.0,15396.0,178363.0,0.0,1671.0,327.0,551.0
5/27/20,1590552000.0,Alabama,100,16032,583,382,3,195794.0,0.0032697114222694024,0.023827345309381243,0.03617764471057884,7951.0,15843.0,179951.0,0.0,1719.0,334.0,560.0
5/28/20,1590638400.0,Alabama,100,16530,591,498,8,200481.0,0.00337127805701804,0.030127041742286753,0.035269207501512405,9355.0,16310.0,184171.0,0.0,1765.0,338.0,566.0
5/29/20,1590724800.0,Alabama,100,17031,610,501,19,208883.0,0.003473456538963959,0.0294169455698432,0.03470142680993483,9355.0,16823.0,192060.0,0.0,1800.0,344.0,577.0
5/30/20,1590811200.0,Alabama,100,17359,618,328,8,212201.0,0.0035403518325333432,0.018895097643873537,0.035140273057203755,9355.0,17359.0,194842.0,0.0,1826.0,349.0,583.0
5/31/20,1590897600.0,Alabama,100,17952,630,593,12,217553.0,0.0036612936285292112,0.033032531194295944,0.03442513368983957,9355.0,17903.0,199650.0,0.0,1844.0,355.0,589.0
6/1/20,1590984000.0,Alabama,100,18630,646,678,16,223523.0,0.003799571095114706,0.03639291465378425,0.033816425120772944,9355.0,18363.0,205160.0,0.0,1856.0,355.0,591.0
6/2/20,1591070400.0,Alabama,100,18766,653,136,7,223802.0,0.0038273081680581093,0.007247149099435135,0.034423958222316954,9355.0,18642.0,205160.0,0.0,1879.0,355.0,591.0
6/3/20,1591156800.0,Alabama,100,18851,653,85,0,231594.0,0.003844643838647736,0.004509044613017932,0.03464007214471381,11395.0,18851.0,212743.0,0.0,1900.0,355.0,591.0
6/4/20,1591243200.0,Alabama,100,19072,653,221,0,235299.0,0.0038897165821807664,0.0115876677852349,0.03423867449664429,11395.0,19072.0,216227.0,0.0,1929.0,357.0,601.0
6/5/20,1591329600.0,Alabama,100,19387,676,315,23,239473.0,0.003953960537895266,0.0162480012379429,0.03368236447103729,11395.0,19387.0,220086.0,0.0,1949.0,358.0,603.0
6/6/20,1591416000.0,Alabama,100,20043,689,656,13,245644.0,0.004087751125034034,0.03272963129272066,0.0337274859053036,11395.0,20043.0,225601.0,0.0,1993.0,363.0,612.0
6/7/20,1591502400.0,Alabama,100,20500,692,457,3,259566.0,0.004180955848086499,0.022292682926829288,0.03360975609756098,11395.0,20500.0,239066.0,0.0,2022.0,364.0,615.0
6/8/20,1591588800.0,Alabama,100,20925,718,425,26,259991.0,0.004267634201034634,0.020310633213859064,0.033070489844683394,11395.0,20925.0,239066.0,0.0,2054.0,371.0,623.0
6/9/20,1591675200.0,Alabama,100,21422,729,497,11,267739.0,0.004368996886717511,0.02320044813742883,0.03351694519652693,11395.0,21422.0,246317.0,0.0,2087.0,375.0,631.0
6/10/20,1591761600.0,Alabama,100,21989,744,567,15,273057.0,0.0044846360070036105,0.025785620082768634,0.033152940106416846,13508.0,21989.0,251068.0,0.0,2129.0,378.0,646.0
6/11/20,1591848000.0,Alabama,100,22845,755,856,11,278826.0,0.004659216407294442,0.037469905887502764,0.032567301378857515,13508.0,22845.0,255981.0,0.0,2165.0,380.0,650.0
6/12/20,1591934400.0,Alabama,100,23710,769,865,14,286385.0,0.004835632349177116,0.036482496836777734,0.03184310417545339,13508.0,23710.0,262675.0,0.0,2202.0,384.0,658.0
6/13/20,1592020800.0,Alabama,100,24601,773,891,4,293252.0,0.005017350966769559,0.036218039917076505,0.031258891914962804,13508.0,24601.0,268651.0,0.0,2241.0,395.0,672.0
1/22/20,1579669200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/23/20,1579755600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/24/20,1579842000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/25/20,1579928400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/26/20,1580014800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/27/20,1580101200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/28/20,1580187600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/29/20,1580274000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/30/20,1580360400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1/31/20,1580446800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/1/20,1580533200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/2/20,1580619600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/3/20,1580706000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/4/20,1580792400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/5/20,1580878800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/6/20,1580965200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/7/20,1581051600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/8/20,1581138000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/9/20,1581224400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/10/20,1581310800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/11/20,1581397200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/12/20,1581483600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/13/20,1581570000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/14/20,1581656400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/15/20,1581742800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/16/20,1581829200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/17/20,1581915600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/18/20,1582002000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/19/20,1582088400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/20/20,1582174800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/21/20,1582261200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/22/20,1582347600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/23/20,1582434000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/24/20,1582520400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/25/20,1582606800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/26/20,1582693200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/27/20,1582779600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/28/20,1582866000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2/29/20,1582952400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/1/20,1583038800.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/2/20,1583125200.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/3/20,1583211600.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/4/20,1583298000.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/5/20,1583384400.0,Alaska,101,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3/6/20,1583470800.0,Alaska,101,0,0,0,0,9.0,0,0,0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
3/7/20,1583557200.0,Alaska,101,0,0,0,0,14.0,0,0,0,0.0,0.0,12.0,2.0,0.0,0.0,0.0
3/8/20,1583643600.0,Alaska,101,0,0,0,0,20.0,0,0,0,0.0,0.0,14.0,6.0,0.0,0.0,0.0
3/9/20,1583726400.0,Alaska,101,0,0,0,0,32.0,0,0,0,0.0,0.0,23.0,9.0,0.0,0.0,0.0
3/10/20,1583812800.0,Alaska,101,0,0,0,0,32.0,0,0,0,0.0,0.0,23.0,9.0,0.0,0.0,0.0
3/11/20,1583899200.0,Alaska,101,0,0,0,0,60.0,0,0,0,0.0,0.0,46.0,14.0,0.0,0.0,0.0
