,Province_State,County,Party,TotalVotes,WinningVotes
3476,Pennsylvania,Bradford County,REP,30159,21600
3477,Pennsylvania,Bucks County,DEM,396234,204712
3478,Pennsylvania,Butler County,REP,113305,74359
3479,Pennsylvania,Cambria County,REP,70574,48085
3480,Pennsylvania,Cameron County,REP,2434,1771
3481,Pennsylvania,Carbon County,REP,33629,21984
3482,Pennsylvania,Centre County,DEM,77493,40055
3483,Pennsylvania,Chester County,DEM,315753,182372
3484,Pennsylvania,Clarion County,REP,19493,14578
3485,Pennsylvania,Clearfield County,REP,39496,29203
3486,Pennsylvania,Clinton County,REP,17625,11902
3487,Pennsylvania,Columbia County,REP,31171,20098
3488,Pennsylvania,Crawford County,REP,42004,28559
3489,Pennsylvania,Cumberland County,REP,141595,77212
3490,Pennsylvania,Dauphin County,DEM,147368,78983
3491,Pennsylvania,Delaware County,DEM,329006,206423
3492,Pennsylvania,Elk County,REP,16906,12140
3493,Pennsylvania,Erie County,DEM,137083,68286
3494,Pennsylvania,Fayette County,REP,62139,41227
3495,Pennsylvania,Forest County,REP,2646,1882
3496,Pennsylvania,Franklin County,REP,80783,57245
3497,Pennsylvania,Fulton County,REP,7977,6824
3498,Pennsylvania,Greene County,REP,17669,12579
3499,Pennsylvania,Huntingdon County,REP,22792,17061
3500,Pennsylvania,Indiana County,REP,41198,28089
3501,Pennsylvania,Jefferson County,REP,22824,17960
3502,Pennsylvania,Juniata County,REP,12043,9649
3503,Pennsylvania,Lackawanna County,DEM,115410,61991
3504,Pennsylvania,Lancaster County,REP,281375,160209
3505,Pennsylvania,Lawrence County,REP,46076,29597
3506,Pennsylvania,Lebanon County,REP,71858,46731
3507,Pennsylvania,Lehigh County,DEM,184713,98288
3508,Pennsylvania,Luzerne County,REP,153321,86929
3509,Pennsylvania,Lycoming County,REP,59254,41462
3510,Pennsylvania,McKean County,REP,19466,14083
3511,Pennsylvania,Mercer County,REP,57954,36143
3512,Pennsylvania,Mifflin County,REP,21502,16670
3513,Pennsylvania,Monroe County,DEM,83829,44060
3514,Pennsylvania,Montgomery County,DEM,510157,319511
3515,Pennsylvania,Montour County,REP,9817,5844
3516,Pennsylvania,Northampton County,DEM,171399,85087
3517,Pennsylvania,Northumberland County,REP,42283,28952
3518,Pennsylvania,Perry County,REP,24652,18293
3519,Pennsylvania,Philadelphia County,DEM,741377,603790
3520,Pennsylvania,Pike County,REP,32554,19213
3521,Pennsylvania,Potter County,REP,9064,7239
3522,Pennsylvania,Schuylkill County,REP,70603,48871
3523,Pennsylvania,Snyder County,REP,19140,13983
3524,Pennsylvania,Somerset County,REP,40543,31466
3525,Pennsylvania,Sullivan County,REP,3595,2619
3526,Pennsylvania,Susquehanna County,REP,21752,15207
3527,Pennsylvania,Tioga County,REP,21075,15742
3528,Pennsylvania,Union County,REP,20115,12356
3529,Pennsylvania,Venango County,REP,26528,18569
3530,Pennsylvania,Warren County,REP,20650,14237
3531,Pennsylvania,Washington County,REP,118478,72080
3532,Pennsylvania,Wayne County,REP,28089,18637
3533,Pennsylvania,Westmoreland County,REP,205183,130218
3534,Pennsylvania,Wyoming County,REP,14858,9936
3535,Pennsylvania,York County,REP,238471,146733
3536,Rhode Island,Barrington,DEM,10832,7713
3537,Rhode Island,Bristol,DEM,11657,6813
3538,Rhode Island,Burrillville,REP,8538,4906
3539,Rhode Island,Central Falls,DEM,4272,3073
3540,Rhode Island,Charlestown,DEM,5220,2909
3541,Rhode Island,Coventry,REP,20004,10461
3542,Rhode Island,Cranston,DEM,41053,23039
3543,Rhode Island,Cumberland,DEM,19678,10869
3544,Rhode Island,East Greenwich,DEM,8647,5218
3545,Rhode Island,East Providence,DEM,23153,14735
3546,Rhode Island,Exeter,REP,4082,2009
3547,Rhode Island,Foster,REP,2865,1582
3548,Rhode Island,Glocester,REP,6113,3351
3549,Rhode Island,Hopkinton,REP,4846,2423
3550,Rhode Island,Jamestown,DEM,4084,2795
3551,Rhode Island,Johnston,REP,15263,8222
3552,Rhode Island,Lincoln,DEM,12671,6633
3553,Rhode Island,Little Compton,DEM,2535,1524
3554,Rhode Island,Middletown,DEM,8608,5529
3555,Rhode Island,Narragansett,DEM,9030,5333
3556,Rhode Island,New Shoreham,DEM,955,748
3557,Rhode Island,Newport,DEM,10712,7866
3558,Rhode Island,North Kingstown,DEM,17577,10534
3559,Rhode Island,North Providence,DEM,16851,9438
3560,Rhode Island,North Smithfield,REP,7206,3550
3561,Rhode Island,Pawtucket,DEM,25788,18053
3562,Rhode Island,Portsmouth,DEM,10917,6649
3563,Rhode Island,Providence,DEM,57167,45941
3564,Rhode Island,Richmond,DEM,4808,2346
3565,Rhode Island,Scituate,REP,6683,3806
3566,Rhode Island,Smithfield,REP,11528,5744
3567,Rhode Island,South Kingstown,DEM,16688,11254
3568,Rhode Island,Tiverton,DEM,9292,5123
3569,Rhode Island,Warren,DEM,5926,3524
3570,Rhode Island,Warwick,DEM,46441,25845
3571,Rhode Island,West Greenwich,REP,4000,2242
3572,Rhode Island,West Warwick,DEM,14001,7234
3573,Rhode Island,Westerly,DEM,12854,7153
3574,Rhode Island,Woonsocket,DEM,13838,7289
3575,South Carolina,Abbeville County,REP,12433,8215
3576,South Carolina,Aiken County,REP,85185,51589
3577,South Carolina,Allendale County,DEM,3593,2718
3578,South Carolina,Anderson County,REP,96093,67565
3579,South Carolina,Bamberg County,DEM,6482,4010
3580,South Carolina,Barnwell County,REP,10321,5492
3581,South Carolina,Beaufort County,REP,97835,53194
3582,South Carolina,Berkeley County,REP,104458,57397
3583,South Carolina,Calhoun County,REP,8291,4305
3584,South Carolina,Charleston County,DEM,218857,121485
3585,South Carolina,Cherokee County,REP,25270,18043
3586,South Carolina,Chester County,REP,15757,8660
3587,South Carolina,Chesterfield County,REP,18876,11297
3588,South Carolina,Clarendon County,REP,16733,8361
3589,South Carolina,Colleton County,REP,19283,10440
3590,South Carolina,Darlington County,REP,32417,16832
3591,South Carolina,Dillon County,REP,13101,6582
3592,South Carolina,Dorchester County,REP,77278,41913
3593,South Carolina,Edgefield County,REP,13304,8184
3594,South Carolina,Fairfield County,DEM,12136,7382
3595,South Carolina,Florence County,REP,64510,32615
3596,South Carolina,Georgetown County,REP,36668,20487
3597,South Carolina,Greenville County,REP,258155,150021
3598,South Carolina,Greenwood County,REP,32006,19431
3599,South Carolina,Hampton County,DEM,9305,5323
3600,South Carolina,Horry County,REP,179744,118821
3601,South Carolina,Jasper County,DEM,14394,7185
3602,South Carolina,Kershaw County,REP,33629,20471
3603,South Carolina,Lancaster County,REP,49868,30312
3604,South Carolina,Laurens County,REP,30488,20004
3605,South Carolina,Lee County,DEM,8431,5329
3606,South Carolina,Lexington County,REP,144568,92817
3607,South Carolina,Marion County,DEM,14704,8872
3608,South Carolina,Marlboro County,DEM,11446,6290
3609,South Carolina,McCormick County,REP,5697,2958
3610,South Carolina,Newberry County,REP,18631,11443
3611,South Carolina,Oconee County,REP,40668,29698
3612,South Carolina,Orangeburg County,DEM,41205,27295
3613,South Carolina,Pickens County,REP,57546,42907
3614,South Carolina,Richland County,DEM,193822,132570
3615,South Carolina,Saluda County,REP,9274,6210
3616,South Carolina,Spartanburg County,REP,148655,93560
3617,South Carolina,Sumter County,DEM,48920,27379
3618,South Carolina,Union County,REP,13257,8183
3619,South Carolina,Williamsburg County,DEM,15985,10289
3620,South Carolina,York County,REP,144050,82727
3621,South Dakota,Aurora County,REP,1405,1052
3622,South Dakota,Beadle County,REP,7081,4808
3623,South Dakota,Bennett County,REP,1183,694
3624,South Dakota,Bon Homme County,REP,3001,2235
3625,South Dakota,Brookings County,REP,14567,8000
3626,South Dakota,Brown County,REP,17547,10580
3627,South Dakota,Brule County,REP,2490,1750
3628,South Dakota,Buffalo County,DEM,549,352
3629,South Dakota,Butte County,REP,4802,3731
3630,South Dakota,Campbell County,REP,873,747
3631,South Dakota,Charles Mix County,REP,3783,2552
3632,South Dakota,Clark County,REP,1850,1373
3633,South Dakota,Clay County,DEM,5698,3083
3634,South Dakota,Codington County,REP,13161,8958
3635,South Dakota,Corson County,REP,1283,647
3636,South Dakota,Custer County,REP,5494,3852
3637,South Dakota,Davison County,REP,8454,5613
3638,South Dakota,Day County,REP,2964,1869
3639,South Dakota,Deuel County,REP,2350,1699
3640,South Dakota,Dewey County,DEM,1966,1131
3641,South Dakota,Douglas County,REP,1707,1468
3642,South Dakota,Edmunds County,REP,1985,1538
3643,South Dakota,Fall River County,REP,4042,2878
3644,South Dakota,Faulk County,REP,1182,964
3645,South Dakota,Grant County,REP,3745,2618
3646,South Dakota,Gregory County,REP,2258,1771
3647,South Dakota,Haakon County,REP,1137,1026
3648,South Dakota,Hamlin County,REP,3083,2372
3649,South Dakota,Hand County,REP,1836,1433
3650,South Dakota,Hanson County,REP,2388,1793
3651,South Dakota,Harding County,REP,813,748
3652,South Dakota,Hughes County,REP,8723,5522
3653,South Dakota,Hutchinson County,REP,3767,2944
3654,South Dakota,Hyde County,REP,710,564
3655,South Dakota,Jackson County,REP,1115,738
3656,South Dakota,Jerauld County,REP,1006,721
3657,South Dakota,Jones County,REP,599,498
3658,South Dakota,Kingsbury County,REP,2779,1904
3659,South Dakota,Lake County,REP,5873,3681
3660,South Dakota,Lawrence County,REP,13828,8753
3661,South Dakota,Lincoln County,REP,32396,19617
3662,South Dakota,Lyman County,REP,1597,1042
3663,South Dakota,Marshall County,REP,2178,1287
3664,South Dakota,McCook County,REP,2900,2068
3665,South Dakota,McPherson County,REP,1324,1075
3666,South Dakota,Meade County,REP,13670,9875
3667,South Dakota,Mellette County,REP,769,449
3668,South Dakota,Miner County,REP,1138,787
3669,South Dakota,Minnehaha County,REP,92326,49249
3670,South Dakota,Moody County,REP,3206,1951
3671,South Dakota,Oglala Lakota County,DEM,3200,2829
3672,South Dakota,Pennington County,REP,57518,35063
3673,South Dakota,Perkins County,REP,1669,1401
3674,South Dakota,Potter County,REP,1380,1139
3675,South Dakota,Roberts County,REP,4307,2404
3676,South Dakota,Sanborn County,REP,1185,905
3677,South Dakota,Spink County,REP,3163,2104
3678,South Dakota,Stanley County,REP,1652,1203
3679,South Dakota,Sully County,REP,930,726
3680,South Dakota,Todd County,DEM,2539,1963
3681,South Dakota,Tripp County,REP,2696,2161
3682,South Dakota,Turner County,REP,4548,3290
3683,South Dakota,Union County,REP,8855,5944
3684,South Dakota,Walworth County,REP,2580,1966
3685,South Dakota,Yankton County,REP,10900,6581
3686,South Dakota,Ziebach County,DEM,906,481
3687,Tennessee,Anderson County,REP,35570,23184
3688,Tennessee,Bedford County,REP,19088,14354
3689,Tennessee,Benton County,REP,7260,5668
3690,Tennessee,Bledsoe County,REP,5758,4725
3691,Tennessee,Blount County,REP,66609,47369
3692,Tennessee,Bradley County,REP,45865,35204
3693,Tennessee,Campbell County,REP,14933,12331
3694,Tennessee,Cannon County,REP,6557,5190
3695,Tennessee,Carroll County,REP,11905,9205
3696,Tennessee,Carter County,REP,24492,19584
3697,Tennessee,Cheatham County,REP,20260,14438
3698,Tennessee,Chester County,REP,7584,5952
3699,Tennessee,Claiborne County,REP,12945,10604
3700,Tennessee,Clay County,REP,3506,2733
3701,Tennessee,Cocke County,REP,14859,12162
3702,Tennessee,Coffee County,REP,24282,17883
3703,Tennessee,Crockett County,REP,6114,4673
3704,Tennessee,Cumberland County,REP,32279,25168
3705,Tennessee,Davidson County,DEM,309658,199703
3706,Tennessee,DeKalb County,REP,8513,6672
3707,Tennessee,Decatur County,REP,5241,4229
3708,Tennessee,Dickson County,REP,24323,17643
3709,Tennessee,Dyer County,REP,15079,11768
3710,Tennessee,Fayette County,REP,22984,15690
3711,Tennessee,Fentress County,REP,8729,7441
3712,Tennessee,Franklin County,REP,19132,13987
3713,Tennessee,Gibson County,REP,22335,16259
3714,Tennessee,Giles County,REP,13203,9784
3715,Tennessee,Grainger County,REP,10134,8565
3716,Tennessee,Greene County,REP,28087,22259
3717,Tennessee,Grundy County,REP,5855,4802
3718,Tennessee,Hamblen County,REP,24631,18811
3719,Tennessee,Hamilton County,REP,171113,92108
3720,Tennessee,Hancock County,REP,2744,2372
3721,Tennessee,Hardeman County,REP,10063,5760
3722,Tennessee,Hardin County,REP,11538,9559
3723,Tennessee,Hawkins County,REP,24824,20405
3724,Tennessee,Haywood County,DEM,7439,4012
3725,Tennessee,Henderson County,REP,12020,9797
3726,Tennessee,Henry County,REP,15047,11239
3727,Tennessee,Hickman County,REP,9832,7577
3728,Tennessee,Houston County,REP,3686,2718
3729,Tennessee,Humphreys County,REP,8236,6120
3730,Tennessee,Jackson County,REP,5323,4118
3731,Tennessee,Jefferson County,REP,23616,18651
3732,Tennessee,Johnson County,REP,7801,6468
3733,Tennessee,Knox County,REP,220556,124540
3734,Tennessee,Lake County,REP,2034,1492
3735,Tennessee,Lauderdale County,REP,8965,5674
3736,Tennessee,Lawrence County,REP,18718,15334
3737,Tennessee,Lewis County,REP,5609,4474
3738,Tennessee,Lincoln County,REP,15608,12281
3739,Tennessee,Loudon County,REP,29347,21713
3740,Tennessee,Macon County,REP,9487,8096
3741,Tennessee,Madison County,REP,42950,23943
3742,Tennessee,Marion County,REP,13256,9911
3743,Tennessee,Marshall County,REP,14878,11043
3744,Tennessee,Maury County,REP,46657,31464
3745,Tennessee,McMinn County,REP,22844,18198
3746,Tennessee,McNairy County,REP,11275,9093
3747,Tennessee,Meigs County,REP,5532,4467
3748,Tennessee,Monroe County,REP,20797,16783
3749,Tennessee,Montgomery County,REP,76758,42187
3750,Tennessee,Moore County,REP,3539,2888
3751,Tennessee,Morgan County,REP,8228,6930
3752,Tennessee,Obion County,REP,13521,10790
3753,Tennessee,Overton County,REP,10037,7918
3754,Tennessee,Perry County,REP,3428,2775
3755,Tennessee,Pickett County,REP,2931,2381
3756,Tennessee,Polk County,REP,8360,6792
3757,Tennessee,Putnam County,REP,33593,23759
3758,Tennessee,Rhea County,REP,13637,11050
3759,Tennessee,Roane County,REP,25917,19230
3760,Tennessee,Robertson County,REP,33717,24536
3761,Tennessee,Rutherford County,REP,143878,81480
3762,Tennessee,Scott County,REP,9052,8004
3763,Tennessee,Sequatchie County,REP,7252,5855
3764,Tennessee,Sevier County,REP,43535,33783
3765,Tennessee,Shelby County,DEM,382055,246105
3766,Tennessee,Smith County,REP,9051,7136
3767,Tennessee,Stewart County,REP,6296,4950
3768,Tennessee,Sullivan County,REP,74357,55860
3769,Tennessee,Sumner County,REP,92630,63454
3770,Tennessee,Tipton County,REP,27308,20070
3771,Tennessee,Trousdale County,REP,3998,2936
3772,Tennessee,Unicoi County,REP,8307,6599
3773,Tennessee,Union County,REP,8123,6803
3774,Tennessee,Van Buren County,REP,2921,2342
3775,Tennessee,Warren County,REP,16692,12323
3776,Tennessee,Washington County,REP,60203,40444
3777,Tennessee,Wayne County,REP,6669,5795
3778,Tennessee,Weakley County,REP,13735,10396
3779,Tennessee,White County,REP,11895,9606
3780,Tennessee,Williamson County,REP,139016,86469
3781,Tennessee,Wilson County,REP,74330,50296
3782,Texas,Anderson County,REP,19227,15110
3783,Texas,Andrews County,REP,5863,4943
3784,Texas,Angelina County,REP,34574,25076
3785,Texas,Aransas County,REP,12290,9239
3786,Texas,Archer County,REP,4796,4300
3787,Texas,Armstrong County,REP,1112,1035
3788,Texas,Atascosa County,REP,18118,12039
3789,Texas,Austin County,REP,14554,11447
3790,Texas,Bailey County,REP,1860,1434
3791,Texas,Bandera County,REP,12715,10057
3792,Texas,Bastrop County,REP,36665,20516
3793,Texas,Baylor County,REP,1702,1494
3794,Texas,Bee County,REP,9420,6006
3795,Texas,Bell County,REP,127375,67893
3796,Texas,Bexar County,DEM,768952,448452
3797,Texas,Blanco County,REP,7441,5443
3798,Texas,Borden County,REP,416,397
3799,Texas,Bosque County,REP,9126,7469
3800,Texas,Bowie County,REP,38261,27116
3801,Texas,Brazoria County,REP,154984,90433
3802,Texas,Brazos County,REP,85061,47530
3803,Texas,Brewster County,REP,4822,2461
3804,Texas,Briscoe County,REP,725,639
3805,Texas,Brooks County,DEM,2484,1470
3806,Texas,Brown County,REP,15969,13698
3807,Texas,Burleson County,REP,8609,6743
3808,Texas,Burnet County,REP,24717,18767
3809,Texas,Caldwell County,REP,14973,8031
3810,Texas,Calhoun County,REP,7856,5641
3811,Texas,Callahan County,REP,6832,6012
3812,Texas,Cameron County,DEM,114174,64063
3813,Texas,Camp County,REP,5060,3626
3814,Texas,Carson County,REP,3122,2779
3815,Texas,Cass County,REP,13927,11033
3816,Texas,Castro County,REP,2083,1602
3817,Texas,Chambers County,REP,21652,17353
3818,Texas,Cherokee County,REP,19508,15101
3819,Texas,Childress County,REP,2279,1943
3820,Texas,Clay County,REP,5741,5069
3821,Texas,Cochran County,REP,1000,809
3822,Texas,Coke County,REP,1779,1586
3823,Texas,Coleman County,REP,4124,3641
3824,Texas,Collin County,REP,492216,252318
3825,Texas,Collingsworth County,REP,1218,1048
3826,Texas,Colorado County,REP,9975,7472
3827,Texas,Comal County,REP,88863,62740
3828,Texas,Comanche County,REP,6086,5177
3829,Texas,Concho County,REP,1268,1058
3830,Texas,Cooke County,REP,18988,15596
3831,Texas,Coryell County,REP,23490,15438
3832,Texas,Cottle County,REP,662,540
3833,Texas,Crane County,REP,1503,1247
3834,Texas,Crockett County,REP,1574,1220
3835,Texas,Crosby County,REP,1953,1396
3836,Texas,Culberson County,DEM,864,438
3837,Texas,Dallam County,REP,1609,1389
3838,Texas,Dallas County,DEM,921638,598576
3839,Texas,Dawson County,REP,3789,2951
3840,Texas,DeWitt County,REP,8118,6567
3841,Texas,Deaf Smith County,REP,4610,3294
3842,Texas,Delta County,REP,2592,2162
3843,Texas,Denton County,REP,417964,222480
3844,Texas,Dickens County,REP,988,853
3845,Texas,Dimmit County,DEM,3666,2264
3846,Texas,Donley County,REP,1648,1438
3847,Texas,Duval County,DEM,5053,2575
3848,Texas,Eastland County,REP,8292,7237
3849,Texas,Ector County,REP,44581,32697
3850,Texas,Edwards County,REP,1066,893
3851,Texas,El Paso County,DEM,267215,178126
3852,Texas,Ellis County,REP,85493,56717
3853,Texas,Erath County,REP,16853,13684
3854,Texas,Falls County,REP,6133,4177
3855,Texas,Fannin County,REP,15004,12171
3856,Texas,Fayette County,REP,12941,10171
3857,Texas,Fisher County,REP,1826,1448
3858,Texas,Floyd County,REP,2039,1584
3859,Texas,Foard County,REP,551,445
3860,Texas,Fort Bend County,DEM,357514,195552
3861,Texas,Franklin County,REP,5009,4161
3862,Texas,Freestone County,REP,8711,6991
3863,Texas,Frio County,REP,5279,2823
3864,Texas,Gaines County,REP,5995,5355
3865,Texas,Galveston County,REP,155060,93911
3866,Texas,Garza County,REP,1653,1413
3867,Texas,Gillespie County,REP,15846,12514
3868,Texas,Glasscock County,REP,653,611
3869,Texas,Goliad County,REP,3988,3085
3870,Texas,Gonzales County,REP,7647,5627
3871,Texas,Gray County,REP,7782,6840
3872,Texas,Grayson County,REP,59439,44163
3873,Texas,Gregg County,REP,47982,32493
3874,Texas,Grimes County,REP,12413,9432
3875,Texas,Guadalupe County,REP,77592,47553
3876,Texas,Hale County,REP,9584,7177
3877,Texas,Hall County,REP,1168,995
3878,Texas,Hamilton County,REP,4349,3616
3879,Texas,Hansford County,REP,2047,1849
3880,Texas,Hardeman County,REP,1580,1330
3881,Texas,Hardin County,REP,27635,23858
3882,Texas,Harris County,DEM,1640818,918193
3883,Texas,Harrison County,REP,29710,21466
3884,Texas,Hartley County,REP,2078,1868
3885,Texas,Haskell County,REP,2214,1840
3886,Texas,Hays County,DEM,109357,59524
3887,Texas,Hemphill County,REP,1720,1486
3888,Texas,Henderson County,REP,36310,28911
3889,Texas,Hidalgo County,DEM,220884,128199
3890,Texas,Hill County,REP,14931,11926
3891,Texas,Hockley County,REP,8095,6536
3892,Texas,Hood County,REP,32541,26496
3893,Texas,Hopkins County,REP,15939,12719
3894,Texas,Houston County,REP,9437,7060
3895,Texas,Howard County,REP,10240,8054
3896,Texas,Hudspeth County,REP,1165,779
3897,Texas,Hunt County,REP,38574,29163
3898,Texas,Hutchinson County,REP,8771,7681
3899,Texas,Irion County,REP,889,759
3900,Texas,Jack County,REP,3782,3418
3901,Texas,Jackson County,REP,6340,5231
3902,Texas,Jasper County,REP,15608,12542
3903,Texas,Jeff Davis County,REP,1305,784
3904,Texas,Jefferson County,REP,94739,47570
3905,Texas,Jim Hogg County,DEM,2036,1197
3906,Texas,Jim Wells County,REP,13669,7453
3907,Texas,Johnson County,REP,72005,54628
3908,Texas,Jones County,REP,6741,5660
3909,Texas,Karnes County,REP,5249,3968
3910,Texas,Kaufman County,REP,56703,37624
3911,Texas,Kendall County,REP,26438,20083
3912,Texas,Kenedy County,REP,194,127
3913,Texas,Kent County,REP,462,411
3914,Texas,Kerr County,REP,27745,20879
3915,Texas,Kimble County,REP,2292,1987
3916,Texas,King County,REP,159,151
3917,Texas,Kinney County,REP,1603,1144
3918,Texas,Kleberg County,REP,10944,5504
3919,Texas,Knox County,REP,1456,1180
3920,Texas,La Salle County,REP,2406,1335
3921,Texas,Lamar County,REP,21418,16760
3922,Texas,Lamb County,REP,4408,3521
3923,Texas,Lampasas County,REP,10399,8086
3924,Texas,Lavaca County,REP,10197,8804
3925,Texas,Lee County,REP,8086,6255
3926,Texas,Leon County,REP,8674,7523
3927,Texas,Liberty County,REP,29334,23302
3928,Texas,Limestone County,REP,9095,6789
3929,Texas,Lipscomb County,REP,1353,1205
3930,Texas,Live Oak County,REP,5054,4199
3931,Texas,Llano County,REP,12660,10079
3932,Texas,Loving County,REP,66,60
3933,Texas,Lubbock County,REP,120771,78861
3934,Texas,Lynn County,REP,2293,1853
3935,Texas,Madison County,REP,5297,4169
3936,Texas,Marion County,REP,4864,3470
3937,Texas,Martin County,REP,2160,1857
3938,Texas,Mason County,REP,2474,1991
3939,Texas,Matagorda County,REP,13726,9845
3940,Texas,Maverick County,DEM,15346,8332
3941,Texas,McCulloch County,REP,3436,2904
3942,Texas,McLennan County,REP,97771,59543
3943,Texas,McMullen County,REP,516,460
3944,Texas,Medina County,REP,22644,15642
3945,Texas,Menard County,REP,1028,823
3946,Texas,Midland County,REP,58856,45624
3947,Texas,Milam County,REP,10576,7984
3948,Texas,Mills County,REP,2505,2217
3949,Texas,Mitchell County,REP,2579,2170
3950,Texas,Montague County,REP,9814,8615
3951,Texas,Montgomery County,REP,271451,193382
3952,Texas,Moore County,REP,5508,4359
3953,Texas,Morris County,REP,5587,3872
3954,Texas,Motley County,REP,652,604
3955,Texas,Nacogdoches County,REP,26763,17378
3956,Texas,Navarro County,REP,19121,13800
3957,Texas,Newton County,REP,6094,4882
3958,Texas,Nolan County,REP,5356,4131
3959,Texas,Nueces County,REP,127314,64617
3960,Texas,Ochiltree County,REP,3156,2812
3961,Texas,Oldham County,REP,1009,917
3962,Texas,Orange County,REP,35994,29186
3963,Texas,Palo Pinto County,REP,12485,10179
3964,Texas,Panola County,REP,11451,9326
3965,Texas,Parker County,REP,76128,62045
3966,Texas,Parmer County,REP,2650,2135
3967,Texas,Pecos County,REP,4668,3215
3968,Texas,Polk County,REP,24181,18573
3969,Texas,Potter County,REP,33321,22820
3970,Texas,Presidio County,DEM,2217,1463
3971,Texas,Rains County,REP,6053,5155
3972,Texas,Randall County,REP,64674,50796
3973,Texas,Reagan County,REP,1124,942
3974,Texas,Real County,REP,1982,1643
3975,Texas,Red River County,REP,5806,4517
3976,Texas,Reeves County,REP,3687,2254
3977,Texas,Refugio County,REP,3366,2210
3978,Texas,Roberts County,REP,550,529
3979,Texas,Robertson County,REP,8099,5646
3980,Texas,Rockwall County,REP,53891,36726
3981,Texas,Runnels County,REP,4409,3807
3982,Texas,Rusk County,REP,21368,16534
3983,Texas,Sabine County,REP,5487,4784
3984,Texas,San Augustine County,REP,4002,3007
3985,Texas,San Jacinto County,REP,12638,10161
3986,Texas,San Patricio County,REP,25888,16516
3987,Texas,San Saba County,REP,2602,2308
3988,Texas,Schleicher County,REP,1159,940
3989,Texas,Scurry County,REP,5869,4983
3990,Texas,Shackelford County,REP,1628,1484
3991,Texas,Shelby County,REP,10084,7975
3992,Texas,Sherman County,REP,991,886
3993,Texas,Smith County,REP,100075,69080
3994,Texas,Somervell County,REP,4947,4105
3995,Texas,Starr County,DEM,17525,9123
3996,Texas,Stephens County,REP,3800,3385
3997,Texas,Sterling County,REP,639,584
3998,Texas,Stonewall County,REP,736,615
3999,Texas,Sutton County,REP,1557,1222
4000,Texas,Swisher County,REP,2355,1845
4001,Texas,Tarrant County,DEM,834697,411567
4002,Texas,Taylor County,REP,55112,39547
4003,Texas,Terrell County,REP,458,334
4004,Texas,Terry County,REP,3612,2812
4005,Texas,Throckmorton County,REP,899,806
4006,Texas,Titus County,REP,10539,7570
4007,Texas,Tom Green County,REP,45210,32313
4008,Texas,Travis County,DEM,610349,435860
4009,Texas,Trinity County,REP,6938,5579
4010,Texas,Tyler County,REP,9660,8194
4011,Texas,Upshur County,REP,18887,15809
4012,Texas,Upton County,REP,1368,1178
4013,Texas,Uvalde County,REP,10342,6174
4014,Texas,Val Verde County,REP,15272,8284
4015,Texas,Van Zandt County,REP,25994,22270
4016,Texas,Victoria County,REP,34188,23358
4017,Texas,Walker County,REP,23612,15375
4018,Texas,Waller County,REP,22734,14260
4019,Texas,Ward County,REP,4060,3241
4020,Texas,Washington County,REP,17418,12959
4021,Texas,Webb County,DEM,68397,41820
4022,Texas,Wharton County,REP,16761,11926
4023,Texas,Wheeler County,REP,2337,2159
4024,Texas,Wichita County,REP,46030,32069
4025,Texas,Wilbarger County,REP,4524,3524
4026,Texas,Willacy County,DEM,5549,3108
4027,Texas,Williamson County,DEM,289312,143795
4028,Texas,Wilson County,REP,25013,18463
4029,Texas,Winkler County,REP,2126,1753
4030,Texas,Wise County,REP,32362,27032
4031,Texas,Wood County,REP,22779,19049
4032,Texas,Yoakum County,REP,2631,2174
4033,Texas,Young County,REP,8239,7110
4034,Texas,Zapata County,REP,3874,2033
4035,Texas,Zavala County,DEM,4379,2864
4036,Utah,Beaver County,REP,3100,2695
4037,Utah,Box Elder County,REP,27027,21548
4038,Utah,Cache County,REP,57571,38032
4039,Utah,Carbon County,REP,9369,6693
4040,Utah,Daggett County,REP,619,496
4041,Utah,Davis County,REP,169895,104135
4042,Utah,Duchesne County,REP,8524,7513
4043,Utah,Emery County,REP,4865,4207
4044,Utah,Garfield County,REP,2732,2158
4045,Utah,Grand County,DEM,5185,2806
4046,Utah,Iron County,REP,24890,18989
4047,Utah,Juab County,REP,5866,5087
4048,Utah,Kane County,REP,4180,2998
4049,Utah,Millard County,REP,6160,5404
4050,Utah,Morgan County,REP,6512,5181
4051,Utah,Piute County,REP,871,773
4052,Utah,Rich County,REP,1363,1157
4053,Utah,Salt Lake County,DEM,541175,289906
4054,Utah,San Juan County,REP,6878,3535
4055,Utah,Sanpete County,REP,12631,10459
4056,Utah,Sevier County,REP,10363,9052
4057,Utah,Summit County,DEM,26088,15244
4058,Utah,Tooele County,REP,31518,21014
4059,Utah,Uintah County,REP,15307,13261
4060,Utah,Utah County,REP,284480,192812
4061,Utah,Wasatch County,REP,17581,10795
4062,Utah,Washington County,REP,90476,67294
4063,Utah,Wayne County,REP,1621,1229
4064,Utah,Weber County,REP,111442,65949
4065,Vermont,Addison,DEM,870,445
4066,Vermont,Albany,DEM,540,286
4067,Vermont,Alburgh,DEM,1079,550
4068,Vermont,Andover,DEM,365,216
4069,Vermont,Arlington,DEM,1485,929
4070,Vermont,Athens,DEM,214,120
4071,Vermont,Bakersfield,DEM,696,395
4072,Vermont,Baltimore,REP,143,72
4073,Vermont,Barnard,DEM,669,465
4074,Vermont,Barnet,DEM,1095,624
4075,Vermont,Barre,DEM,3807,2380
