,Province_State,County,Party,TotalVotes,WinningVotes
1167,Kansas,Washington County,REP,2843,2332
1168,Kansas,Wichita County,REP,961,803
1169,Kansas,Wilson County,REP,3899,3111
1170,Kansas,Woodson County,REP,1495,1189
1171,Kansas,Wyandotte County,DEM,55107,35566
1172,Kentucky,Adair County,REP,8768,7276
1173,Kentucky,Allen County,REP,9364,7587
1174,Kentucky,Anderson County,REP,13254,9661
1175,Kentucky,Ballard County,REP,4225,3356
1176,Kentucky,Barren County,REP,20064,14654
1177,Kentucky,Bath County,REP,5627,3986
1178,Kentucky,Bell County,REP,10044,8140
1179,Kentucky,Boone County,REP,66998,44814
1180,Kentucky,Bourbon County,REP,9648,6190
1181,Kentucky,Boyd County,REP,21751,14295
1182,Kentucky,Boyle County,REP,14478,8872
1183,Kentucky,Bracken County,REP,4246,3398
1184,Kentucky,Breathitt County,REP,5661,4265
1185,Kentucky,Breckinridge County,REP,10201,7701
1186,Kentucky,Bullitt County,REP,41998,30708
1187,Kentucky,Butler County,REP,6125,4960
1188,Kentucky,Caldwell County,REP,6434,4906
1189,Kentucky,Calloway County,REP,17457,11352
1190,Kentucky,Campbell County,REP,48878,28482
1191,Kentucky,Carlisle County,REP,2638,2159
1192,Kentucky,Carroll County,REP,4136,2954
1193,Kentucky,Carter County,REP,11586,8775
1194,Kentucky,Casey County,REP,7171,6179
1195,Kentucky,Christian County,REP,23863,15080
1196,Kentucky,Clark County,REP,18139,11811
1197,Kentucky,Clay County,REP,7591,6677
1198,Kentucky,Clinton County,REP,4932,4280
1199,Kentucky,Crittenden County,REP,4242,3451
1200,Kentucky,Cumberland County,REP,3309,2769
1201,Kentucky,Daviess County,REP,49287,31025
1202,Kentucky,Edmonson County,REP,6132,4828
1203,Kentucky,Elliott County,REP,2995,2246
1204,Kentucky,Estill County,REP,6540,5100
1205,Kentucky,Fayette County,DEM,152912,90600
1206,Kentucky,Fleming County,REP,7068,5534
1207,Kentucky,Floyd County,REP,16353,12250
1208,Kentucky,Franklin County,REP,26072,12900
1209,Kentucky,Fulton County,REP,2426,1606
1210,Kentucky,Gallatin County,REP,3849,2955
1211,Kentucky,Garrard County,REP,8706,6754
1212,Kentucky,Grant County,REP,11108,8725
1213,Kentucky,Graves County,REP,17019,13206
1214,Kentucky,Grayson County,REP,11985,9453
1215,Kentucky,Green County,REP,5812,4838
1216,Kentucky,Greenup County,REP,18176,13064
1217,Kentucky,Hancock County,REP,4587,3145
1218,Kentucky,Hardin County,REP,48941,29832
1219,Kentucky,Harlan County,REP,10971,9367
1220,Kentucky,Harrison County,REP,8859,6334
1221,Kentucky,Hart County,REP,8370,6345
1222,Kentucky,Henderson County,REP,20697,12730
1223,Kentucky,Henry County,REP,8110,5843
1224,Kentucky,Hickman County,REP,2199,1714
1225,Kentucky,Hopkins County,REP,21512,15757
1226,Kentucky,Jackson County,REP,6113,5453
1227,Kentucky,Jefferson County,DEM,386629,228358
1228,Kentucky,Jessamine County,REP,26280,17096
1229,Kentucky,Johnson County,REP,10192,8450
1230,Kentucky,Kenton County,REP,82198,48129
1231,Kentucky,Knott County,REP,6252,4780
1232,Kentucky,Knox County,REP,13273,11012
1233,Kentucky,Larue County,REP,7301,5685
1234,Kentucky,Laurel County,REP,28111,23237
1235,Kentucky,Lawrence County,REP,6955,5633
1236,Kentucky,Lee County,REP,2801,2273
1237,Kentucky,Leslie County,REP,4813,4321
1238,Kentucky,Letcher County,REP,9135,7226
1239,Kentucky,Lewis County,REP,5883,4986
1240,Kentucky,Lincoln County,REP,10914,8489
1241,Kentucky,Livingston County,REP,5004,4010
1242,Kentucky,Logan County,REP,12350,9067
1243,Kentucky,Lyon County,REP,4228,3100
1244,Kentucky,Madison County,REP,43957,27356
1245,Kentucky,Magoffin County,REP,5447,4174
1246,Kentucky,Marion County,REP,8928,6113
1247,Kentucky,Marshall County,REP,17603,13297
1248,Kentucky,Martin County,REP,3936,3496
1249,Kentucky,Mason County,REP,7958,5477
1250,Kentucky,McCracken County,REP,33549,21820
1251,Kentucky,McCreary County,REP,6438,5664
1252,Kentucky,McLean County,REP,4782,3633
1253,Kentucky,Meade County,REP,14113,10185
1254,Kentucky,Menifee County,REP,3102,2311
1255,Kentucky,Mercer County,REP,11735,8506
1256,Kentucky,Metcalfe County,REP,5012,3959
1257,Kentucky,Monroe County,REP,5330,4628
1258,Kentucky,Montgomery County,REP,12842,8993
1259,Kentucky,Morgan County,REP,5544,4301
1260,Kentucky,Muhlenberg County,REP,14235,10497
1261,Kentucky,Nelson County,REP,23256,15703
1262,Kentucky,Nicholas County,REP,3396,2408
1263,Kentucky,Ohio County,REP,11129,8582
1264,Kentucky,Oldham County,REP,37976,22654
1265,Kentucky,Owen County,REP,5458,4292
1266,Kentucky,Owsley County,REP,1896,1671
1267,Kentucky,Pendleton County,REP,6925,5515
1268,Kentucky,Perry County,REP,10626,8129
1269,Kentucky,Pike County,REP,25395,20284
1270,Kentucky,Powell County,REP,5505,4041
1271,Kentucky,Pulaski County,REP,31557,25442
1272,Kentucky,Robertson County,REP,1146,884
1273,Kentucky,Rockcastle County,REP,7784,6577
1274,Kentucky,Rowan County,REP,10065,5994
1275,Kentucky,Russell County,REP,8955,7519
1276,Kentucky,Scott County,REP,28969,17767
1277,Kentucky,Shelby County,REP,23550,15055
1278,Kentucky,Simpson County,REP,8732,5888
1279,Kentucky,Spencer County,REP,11433,8737
1280,Kentucky,Taylor County,REP,12517,9376
1281,Kentucky,Todd County,REP,5363,4062
1282,Kentucky,Trigg County,REP,7376,5487
1283,Kentucky,Trimble County,REP,4320,3227
1284,Kentucky,Union County,REP,6577,4965
1285,Kentucky,Warren County,REP,55401,31791
1286,Kentucky,Washington County,REP,6225,4482
1287,Kentucky,Wayne County,REP,9240,7430
1288,Kentucky,Webster County,REP,5993,4506
1289,Kentucky,Whitley County,REP,15356,12567
1290,Kentucky,Wolfe County,REP,2979,2097
1291,Kentucky,Woodford County,REP,15211,8362
1292,Louisiana,Acadia Parish,REP,28425,22596
1293,Louisiana,Allen Parish,REP,9810,7574
1294,Louisiana,Ascension Parish,REP,62325,40687
1295,Louisiana,Assumption Parish,REP,11235,7271
1296,Louisiana,Avoyelles Parish,REP,17292,12028
1297,Louisiana,Beauregard Parish,REP,16357,13575
1298,Louisiana,Bienville Parish,REP,7050,3891
1299,Louisiana,Bossier Parish,REP,54655,38074
1300,Louisiana,Caddo Parish,DEM,104912,55110
1301,Louisiana,Calcasieu Parish,REP,82663,55066
1302,Louisiana,Caldwell Parish,REP,4762,3976
1303,Louisiana,Cameron Parish,REP,4039,3671
1304,Louisiana,Catahoula Parish,REP,4858,3541
1305,Louisiana,Claiborne Parish,REP,6580,3770
1306,Louisiana,Concordia Parish,REP,8828,5550
1307,Louisiana,De Soto Parish,REP,14736,9112
1308,Louisiana,East Baton Rouge Parish,DEM,208182,115577
1309,Louisiana,East Carroll Parish,DEM,3036,1900
1310,Louisiana,East Feliciana Parish,REP,10509,6064
1311,Louisiana,Evangeline Parish,REP,15412,11053
1312,Louisiana,Franklin Parish,REP,9720,6970
1313,Louisiana,Grant Parish,REP,9392,8117
1314,Louisiana,Iberia Parish,REP,32713,21251
1315,Louisiana,Iberville Parish,DEM,16719,8514
1316,Louisiana,Jackson Parish,REP,7632,5394
1317,Louisiana,Jefferson Davis Parish,REP,14841,11423
1318,Louisiana,Jefferson Parish,REP,193733,105949
1319,Louisiana,LaSalle Parish,REP,7077,6378
1320,Louisiana,Lafayette Parish,REP,114521,72519
1321,Louisiana,Lafourche Parish,REP,45388,36024
1322,Louisiana,Lincoln Parish,REP,19275,11311
1323,Louisiana,Livingston Parish,REP,65230,54877
1324,Louisiana,Madison Parish,DEM,4670,2654
1325,Louisiana,Morehouse Parish,REP,11574,6510
1326,Louisiana,Natchitoches Parish,REP,16554,9358
1327,Louisiana,Orleans Parish,DEM,177819,147854
1328,Louisiana,Ouachita Parish,REP,69166,42255
1329,Louisiana,Plaquemines Parish,REP,11014,7412
1330,Louisiana,Pointe Coupee Parish,REP,12371,7503
1331,Louisiana,Rapides Parish,REP,58865,38347
1332,Louisiana,Red River Parish,REP,4132,2413
1333,Louisiana,Richland Parish,REP,9940,6607
1334,Louisiana,Sabine Parish,REP,10596,8776
1335,Louisiana,St. Bernard Parish,REP,17650,11179
1336,Louisiana,St. Charles Parish,REP,28517,18233
1337,Louisiana,St. Helena Parish,DEM,6158,3346
1338,Louisiana,St. James Parish,DEM,12590,6510
1339,Louisiana,St. John the Baptist Parish,DEM,21432,13582
1340,Louisiana,St. Landry Parish,REP,41154,23171
1341,Louisiana,St. Martin Parish,REP,27038,18203
1342,Louisiana,St. Mary Parish,REP,23186,14811
1343,Louisiana,St. Tammany Parish,REP,140110,99666
1344,Louisiana,Tangipahoa Parish,REP,57661,37806
1345,Louisiana,Tensas Parish,DEM,2554,1329
1346,Louisiana,Terrebonne Parish,REP,46240,34339
1347,Louisiana,Union Parish,REP,11201,8407
1348,Louisiana,Vermilion Parish,REP,27324,21930
1349,Louisiana,Vernon Parish,REP,17268,14107
1350,Louisiana,Washington Parish,REP,19513,13307
1351,Louisiana,Webster Parish,REP,18216,11830
1352,Louisiana,West Baton Rouge Parish,REP,14097,7684
1353,Louisiana,West Carroll Parish,REP,5052,4317
1354,Louisiana,West Feliciana Parish,REP,6268,3863
1355,Louisiana,Winn Parish,REP,6225,4619
1356,Maine,Abbot,REP,417,288
1357,Maine,Acton,REP,1636,930
1358,Maine,Addison,REP,706,451
1359,Maine,Albion,REP,1219,801
1360,Maine,Alexander,REP,308,224
1361,Maine,Alfred,DEM,1995,983
1362,Maine,Allagash,REP,169,95
1363,Maine,Alna,DEM,517,320
1364,Maine,Alton,REP,476,293
1365,Maine,Amherst,REP,189,115
1366,Maine,Amity,REP,124,96
1367,Maine,Andover,REP,538,293
1368,Maine,Anson,REP,1223,796
1369,Maine,Appleton,DEM,915,478
1370,Maine,Aroostook Cty Townships,REP,292,150
1371,Maine,Arrowsic,DEM,373,260
1372,Maine,Arundel,DEM,2825,1405
1373,Maine,Ashland,REP,615,376
1374,Maine,Athens,REP,510,332
1375,Maine,Atkinson,REP,173,122
1376,Maine,Auburn,DEM,12285,6482
1377,Maine,Augusta,DEM,9738,5248
1378,Maine,Aurora,REP,72,42
1379,Maine,Avon,REP,263,164
1380,Maine,Baileyville,REP,673,421
1381,Maine,Baldwin,REP,999,623
1382,Maine,Bangor,DEM,16173,9452
1383,Maine,Bar Harbor,DEM,3576,2678
1384,Maine,Baring Plt.,REP,112,68
1385,Maine,Bath,DEM,5142,3421
1386,Maine,Beals,REP,293,191
1387,Maine,Beaver Cove,REP,119,60
1388,Maine,Beddington,REP,51,36
1389,Maine,Belfast,DEM,4237,2847
1390,Maine,Belgrade,REP,2216,1166
1391,Maine,Belmont,REP,598,319
1392,Maine,Benton,REP,1632,984
1393,Maine,Berwick,REP,4371,2229
1394,Maine,Bethel,DEM,1830,1006
1395,Maine,Biddeford,DEM,11066,7022
1396,Maine,Bingham,REP,580,349
1397,Maine,Blaine,REP,400,298
1398,Maine,Blue Hill,DEM,1977,1310
1399,Maine,Boothbay,DEM,2208,1229
1400,Maine,Boothbay Harbor,DEM,1395,814
1401,Maine,Bowdoin,REP,1877,1079
1402,Maine,Bowdoinham,DEM,2067,1123
1403,Maine,Bowerbank,REP,117,76
1404,Maine,Bradford,REP,694,485
1405,Maine,Bradley,REP,887,485
1406,Maine,Bremen,DEM,563,367
1407,Maine,Brewer,REP,5278,2568
1408,Maine,Bridgewater,REP,292,214
1409,Maine,Bridgton,DEM,3268,1656
1410,Maine,Brighton Plt.,REP,49,29
1411,Maine,Bristol,DEM,2124,1275
1412,Maine,Brooklin,DEM,624,426
1413,Maine,Brooks,REP,593,317
1414,Maine,Brooksville,DEM,686,450
1415,Maine,Brownfield,DEM,957,468
1416,Maine,Brownville,REP,780,467
1417,Maine,Brunswick,DEM,13892,9728
1418,Maine,Buckfield,REP,1098,636
1419,Maine,Bucksport,REP,2855,1481
1420,Maine,Burlington,REP,206,145
1421,Maine,Burnham,REP,644,389
1422,Maine,Buxton,REP,5279,2686
1423,Maine,Byron,REP,92,58
1424,Maine,Calais,REP,1516,856
1425,Maine,Cambridge,REP,252,176
1426,Maine,Camden,DEM,3837,2931
1427,Maine,Canaan,REP,1155,749
1428,Maine,Canton,REP,544,374
1429,Maine,Cape Elizabeth,DEM,6939,5349
1430,Maine,Caratunk,REP,61,36
1431,Maine,Caribou,REP,4024,2262
1432,Maine,Carmel,REP,1782,1183
1433,Maine,Carrabassett Valley,DEM,527,348
1434,Maine,Carroll Plt.,REP,87,73
1435,Maine,Carthage,REP,312,214
1436,Maine,Cary Plt.,DEM,0,0
1437,Maine,Casco,REP,2296,1184
1438,Maine,Castine,DEM,499,346
1439,Maine,Castle Hill,REP,230,130
1440,Maine,Caswell,REP,134,73
1441,Maine,Chapman,REP,279,177
1442,Maine,Charleston,REP,753,580
1443,Maine,Charlotte,REP,216,145
1444,Maine,Chebeague Island,DEM,330,255
1445,Maine,Chelsea,REP,1563,917
1446,Maine,Cherryfield,REP,645,417
1447,Maine,Chester,REP,326,261
1448,Maine,Chesterville,REP,799,460
1449,Maine,China,REP,2590,1395
1450,Maine,Clifton,REP,532,324
1451,Maine,Clinton,REP,1788,1098
1452,Maine,Columbia,REP,228,156
1453,Maine,Columbia Falls,REP,335,204
1454,Maine,Cooper,REP,96,60
1455,Maine,Coplin Plt.,DEM,110,59
1456,Maine,Corinna,REP,1244,847
1457,Maine,Corinth,REP,1574,1147
1458,Maine,Cornish,REP,944,478
1459,Maine,Cornville,REP,776,471
1460,Maine,Cranberry Isles,DEM,138,95
1461,Maine,Crawford,REP,66,45
1462,Maine,Crystal,REP,164,120
1463,Maine,Cumberland,DEM,6002,4074
1464,Maine,Cushing,REP,960,520
1465,Maine,Cutler,REP,315,218
1466,Maine,Cyr Plt.,REP,56,30
1467,Maine,Dallas Plt.,REP,209,104
1468,Maine,Damariscotta,DEM,1476,980
1469,Maine,Danforth,REP,421,314
1470,Maine,Dayton,REP,1381,756
1471,Maine,Deblois,REP,40,35
1472,Maine,Dedham,REP,1167,582
1473,Maine,Deer Isle,DEM,1323,806
1474,Maine,Denmark,DEM,827,404
1475,Maine,Dennistown Plt.,REP,24,19
1476,Maine,Dennysville,REP,357,214
1477,Maine,Detroit,REP,436,276
1478,Maine,Dexter,REP,1841,1169
1479,Maine,Dixfield,REP,1302,803
1480,Maine,Dixmont,REP,731,446
1481,Maine,Dover-Foxcroft,REP,2335,1356
1482,Maine,Dresden,REP,1159,580
1483,Maine,Drew Plt.,REP,19,13
1484,Maine,Durham,DEM,2790,1361
1485,Maine,Dyer Brook,REP,150,106
1486,Maine,Eagle Lake,REP,460,256
1487,Maine,East Machias,REP,814,528
1488,Maine,East Millinocket,REP,953,567
1489,Maine,Eastbrook,REP,222,148
1490,Maine,Easton,REP,715,467
1491,Maine,Eastport,DEM,835,474
1492,Maine,Eddington,REP,1456,903
1493,Maine,Edgecomb,DEM,889,510
1494,Maine,Edinburg,REP,105,66
1495,Maine,Eliot,DEM,4728,2839
1496,Maine,Ellsworth,REP,4824,2359
1497,Maine,Embden,REP,565,374
1498,Maine,Enfield,REP,879,585
1499,Maine,Etna,REP,726,495
1500,Maine,Eustis,REP,447,255
1501,Maine,Exeter,REP,571,366
1502,Maine,Fairfield,REP,3391,1845
1503,Maine,Falmouth,DEM,9031,6147
1504,Maine,Farmingdale,DEM,1738,903
1505,Maine,Farmington,DEM,3906,2225
1506,Maine,Fayette,REP,830,421
1507,Maine,Fort Fairfield,REP,1701,985
1508,Maine,Fort Kent,REP,2266,1141
1509,Maine,Frankfort,REP,680,441
1510,Maine,Franklin,REP,861,459
1511,Maine,Franklin Cty Townships,DEM,52,31
1512,Maine,Freedom,REP,469,236
1513,Maine,Freeport,DEM,6184,4327
1514,Maine,Frenchboro,REP,31,19
1515,Maine,Frenchville,REP,603,361
1516,Maine,Friendship,REP,799,477
1517,Maine,Frye Island,DEM,57,38
1518,Maine,Fryeburg,DEM,1937,1060
1519,Maine,Gardiner,DEM,3278,1694
1520,Maine,Garfield Plt.,REP,56,42
1521,Maine,Garland,REP,605,409
1522,Maine,Georgetown,DEM,839,525
1523,Maine,Gilead,REP,123,66
1524,Maine,Glenburn,REP,2789,1612
1525,Maine,Glenwood Plt.,,1,1
1526,Maine,Gorham,DEM,11115,6460
1527,Maine,Gouldsboro,REP,1116,612
1528,Maine,Grand Isle,REP,232,119
1529,Maine,Grand Lake Stream Plt,REP,98,60
1530,Maine,Gray,DEM,5390,2653
1531,Maine,Great Pond,REP,43,25
1532,Maine,Greenbush,REP,717,499
1533,Maine,Greene,REP,2640,1663
1534,Maine,Greenville,REP,1158,644
1535,Maine,Greenwood,DEM,533,278
1536,Maine,Guilford,REP,728,466
1537,Maine,Hallowell,DEM,1780,1277
1538,Maine,Hamlin,REP,109,61
1539,Maine,Hammond,REP,46,34
1540,Maine,Hampden,DEM,4878,2451
1541,Maine,Hancock,REP,1472,778
1542,Maine,Hancock Cty Townships,REP,13,7
1543,Maine,Hanover,DEM,198,101
1544,Maine,Harmony,REP,488,326
1545,Maine,Harpswell,DEM,3884,2379
1546,Maine,Harrington,REP,538,363
1547,Maine,Harrison,REP,1574,796
1548,Maine,Hartford,REP,724,428
1549,Maine,Hartland,REP,899,610
1550,Maine,Haynesville,REP,63,50
1551,Maine,Hebron,REP,778,427
1552,Maine,Hermon,REP,3965,2427
1553,Maine,Hersey,LIB,42,33
1554,Maine,Highland Plt.,REP,116,71
1555,Maine,Hiram,REP,928,528
1556,Maine,Hodgdon,REP,812,613
1557,Maine,Holden,REP,2125,1200
1558,Maine,Hollis,REP,2895,1535
1559,Maine,Hope,DEM,1117,653
1560,Maine,Houlton,REP,2740,1639
1561,Maine,Howland,REP,643,390
1562,Maine,Hudson,REP,611,484
1563,Maine,Indian Township Vtng Dst,DEM,263,191
1564,Maine,Industry,REP,504,253
1565,Maine,Island Falls,REP,450,306
1566,Maine,Isle Au Haut,DEM,66,54
1567,Maine,Islesboro,DEM,445,309
1568,Maine,Jackman,REP,535,387
1569,Maine,Jackson,REP,338,191
1570,Maine,Jay,REP,2665,1375
1571,Maine,Jefferson,REP,1691,951
1572,Maine,Jonesboro,REP,346,212
1573,Maine,Jonesport,REP,712,447
1574,Maine,Kenduskeag,REP,770,514
1575,Maine,Kennebunk,DEM,8236,5368
1576,Maine,Kennebunkport,DEM,2746,1777
1577,Maine,Kingfield,REP,888,444
1578,Maine,Kingsbury Plt.,DEM,0,0
1579,Maine,Kittery,DEM,6412,4418
1580,Maine,Knox,REP,475,315
1581,Maine,LaGrange,REP,358,248
1582,Maine,Lake View Plt.,REP,114,71
1583,Maine,Lakeville,REP,69,38
1584,Maine,Lamoine,DEM,1211,616
1585,Maine,Lebanon,REP,3529,2178
1586,Maine,Lee,REP,508,350
1587,Maine,Leeds,REP,1362,818
1588,Maine,Levant,REP,1665,1149
1589,Maine,Lewiston,DEM,17388,9616
1590,Maine,Liberty,REP,591,308
1591,Maine,Limerick,REP,1840,948
1592,Maine,Limestone,REP,765,423
1593,Maine,Limington,REP,2298,1357
1594,Maine,Lincoln,REP,2596,1723
1595,Maine,Lincoln Plt.,REP,32,20
1596,Maine,Lincolnville,DEM,1654,1059
1597,Maine,Linneus,REP,508,411
1598,Maine,Lisbon,REP,5243,2853
1599,Maine,Litchfield,REP,2177,1260
1600,Maine,Littleton,REP,531,381
1601,Maine,Livermore,REP,1394,783
1602,Maine,Livermore Falls,REP,1393,809
1603,Maine,Long Island,DEM,191,133
1604,Maine,Lovell,DEM,766,399
1605,Maine,Lowell,REP,255,193
1606,Maine,Lubec,DEM,883,457
1607,Maine,Ludlow,REP,255,169
1608,Maine,Lyman,REP,2944,1537
1609,Maine,Machias,REP,893,461
1610,Maine,Machiasport,REP,566,337
1611,Maine,Macwahoc Plt.,REP,43,30
1612,Maine,Madawaska,DEM,2112,1143
1613,Maine,Madison,REP,2382,1411
1614,Maine,Magalloway Plt.,REP,16,10
1615,Maine,Manchester,DEM,1690,832
1616,Maine,Mapleton,REP,1159,726
1617,Maine,Mariaville,REP,310,191
1618,Maine,Mars Hill,REP,742,511
1619,Maine,Marshfield,REP,316,208
1620,Maine,Masardis,REP,122,85
1621,Maine,Matinicus Isle Plt.,DEM,50,36
1622,Maine,Mattawamkeag,REP,388,257
1623,Maine,Maxfield,REP,69,48
1624,Maine,Mechanic Falls,REP,1703,989
1625,Maine,Meddybemps,REP,103,70
1626,Maine,Medford,REP,164,112
1627,Maine,Medway,REP,758,550
1628,Maine,Mercer,REP,481,283
1629,Maine,Merrill,REP,136,91
1630,Maine,Mexico,REP,1271,676
1631,Maine,Milbridge,REP,731,391
1632,Maine,Milford,REP,1851,922
1633,Maine,Millinocket,REP,2397,1310
1634,Maine,Milo,REP,1227,781
1635,Maine,Minot,REP,1769,1040
1636,Maine,Monhegan Plt.,DEM,62,51
1637,Maine,Monmouth,REP,2578,1397
1638,Maine,Monroe,DEM,602,308
1639,Maine,Monson,REP,475,289
1640,Maine,Monticello,REP,434,335
1641,Maine,Montville,DEM,650,346
1642,Maine,Moose River,REP,124,107
1643,Maine,Moro Plt.,REP,29,27
1644,Maine,Morrill,REP,611,355
1645,Maine,Moscow,REP,279,199
1646,Maine,Mount Chase,REP,122,81
1647,Maine,Mount Desert,DEM,1490,1066
1648,Maine,Mount Vernon,DEM,1158,576
1649,Maine,Naples,REP,2495,1389
1650,Maine,Nashville Plt.,REP,23,16
1651,Maine,New Canada,REP,159,93
1652,Maine,New Gloucester,REP,3599,1757
1653,Maine,New Limerick,REP,372,253
1654,Maine,New Portland,REP,481,266
1655,Maine,New Sharon,REP,956,528
1656,Maine,New Sweden,REP,322,178
1657,Maine,New Vineyard,REP,463,293
1658,Maine,Newburgh,REP,994,599
1659,Maine,Newcastle,DEM,1359,923
1660,Maine,Newfield,REP,963,575
1661,Maine,Newport,REP,1741,1118
1662,Maine,Newry,DEM,289,163
1663,Maine,Nobleboro,DEM,1310,729
1664,Maine,Norridgewock,REP,1874,1128
1665,Maine,North Berwick,REP,3111,1557
1666,Maine,North Haven,DEM,321,221
1667,Maine,North Yarmouth,DEM,2960,1862
1668,Maine,Northfield,REP,125,81
1669,Maine,Northport,DEM,1109,670
1670,Maine,Norway,DEM,2854,1400
1671,Maine,Oakfield,REP,408,286
1672,Maine,Oakland,REP,3628,1853
1673,Maine,Ogunquit,DEM,1058,731
1674,Maine,Old Orchrd Bch,DEM,6215,3708
1675,Maine,Old Town,DEM,4259,2365
1676,Maine,Orient,REP,90,68
1677,Maine,Orland,REP,1424,693
1678,Maine,Orono,DEM,5200,3728
1679,Maine,Orrington,REP,2562,1405
1680,Maine,Osborn,REP,44,31
1681,Maine,Otis,REP,484,323
1682,Maine,Otisfield,REP,1171,605
1683,Maine,Owl's Head,DEM,1065,584
1684,Maine,Oxbow Plt.,REP,35,22
1685,Maine,Oxford,REP,2325,1456
1686,Maine,Oxford Cty Townships,REP,333,159
1687,Maine,Palermo,REP,939,537
1688,Maine,Palmyra,REP,1155,800
1689,Maine,Paris,REP,2855,1494
1690,Maine,Parkman,REP,491,333
1691,Maine,Parsonsfield,REP,1066,564
1692,Maine,Passadumkeag,REP,224,165
1693,Maine,Patten,REP,520,362
1694,Maine,Pembroke,REP,482,267
1695,Maine,Penobscot,DEM,845,512
1696,Maine,Penobscot Cty Townships,REP,506,348
1697,Maine,Penobscot Nation Vot Dst,DEM,302,237
1698,Maine,Perham,REP,214,146
1699,Maine,Perry,REP,470,258
1700,Maine,Peru,REP,909,561
1701,Maine,Phillips,REP,656,385
1702,Maine,Phippsburg,DEM,1570,794
1703,Maine,Piscataquis Cty Townshps,REP,87,61
1704,Maine,Pittsfield,REP,2042,1156
1705,Maine,Pittston,REP,1778,1034
1706,Maine,Pleasant Point Votng Dst,DEM,235,196
1707,Maine,Pleasant Ridge Plt.,REP,53,40
1708,Maine,Plymouth,REP,745,505
1709,Maine,Poland,REP,3519,1906
1710,Maine,Portage Lake,REP,265,160
1711,Maine,Porter,REP,875,521
1712,Maine,Portland,DEM,41544,33786
1713,Maine,Pownal,DEM,1206,685
1714,Maine,Presque Isle,REP,4239,2266
1715,Maine,Princeton,REP,468,340
1716,Maine,Prospect,REP,423,242
1717,Maine,Randolph,REP,1029,533
1718,Maine,Rangeley,REP,758,449
1719,Maine,Rangeley Plt.,REP,145,86
1720,Maine,Raymond,DEM,3142,1589
1721,Maine,Readfield,DEM,1820,943
1722,Maine,Reed Plt.,REP,81,58
1723,Maine,Richmond,REP,2076,1056
1724,Maine,Ripley,REP,299,195
1725,Maine,Robbinston,REP,353,221
1726,Maine,Rockland,DEM,3965,2493
1727,Maine,Rockport,DEM,2530,1694
1728,Maine,Rome,REP,713,350
1729,Maine,Roque Bluffs,DEM,183,101
1730,Maine,Roxbury,REP,246,147
1731,Maine,Rumford,REP,2863,1502
1732,Maine,Sabattus,REP,2878,1765
1733,Maine,Saco,DEM,12656,7794
1734,Maine,Saint Agatha,REP,637,334
1735,Maine,Sandy River Plt.,DEM,102,65
1736,Maine,Sanford,DEM,10931,5392
1737,Maine,Sangerville,REP,753,479
1738,Maine,Scarborough,DEM,15057,9487
1739,Maine,Searsmont,REP,937,481
1740,Maine,Searsport,DEM,1608,843
1741,Maine,Sebago,REP,1277,719
1742,Maine,Sebec,REP,428,305
1743,Maine,Seboeis Plt.,DEM,41,22
1744,Maine,Sedgwick,DEM,843,511
1745,Maine,Shapleigh,REP,1789,1034
1746,Maine,Sherman,REP,665,497
1747,Maine,Shirley,REP,133,96
1748,Maine,Sidney,REP,2954,1688
1749,Maine,Skowhegan,REP,4197,2215
1750,Maine,Smithfield,REP,627,342
1751,Maine,Smyrna,REP,157,111
1752,Maine,Solon,REP,623,365
1753,Maine,Somerset Cty Townships,REP,243,173
1754,Maine,Somerville,REP,357,213
1755,Maine,Sorrento,REP,189,94
1756,Maine,South Berwick,DEM,4634,2748
1757,Maine,South Bristol,DEM,716,429
1758,Maine,South Portland,DEM,16286,12075
1759,Maine,South Thomaston,DEM,997,574
1760,Maine,Southport,DEM,491,306
1761,Maine,Southwest Harbor,DEM,1137,728
1762,Maine,Springfield,REP,161,135
1763,Maine,St. Albans,REP,1186,833
1764,Maine,St. Francis,DEM,245,121
1765,Maine,St. George,DEM,1814,1108
1766,Maine,St. John Plt.,REP,171,104
1767,Maine,Stacyville,REP,209,169
1768,Maine,Standish,REP,6060,3078
1769,Maine,Starks,REP,381,237
1770,Maine,Stetson,REP,765,524
1771,Maine,Steuben,REP,668,409
1772,Maine,Stockholm,REP,160,86
1773,Maine,Stockton Springs,DEM,1065,529
1774,Maine,Stoneham,REP,185,102
1775,Maine,Stonington,DEM,640,409
1776,Maine,Stow,DEM,253,126
1777,Maine,Strong,REP,816,526
1778,Maine,Sullivan,DEM,724,354
1779,Maine,Sumner,REP,553,324
1780,Maine,Surry,DEM,1091,596
1781,Maine,Swan's Island,DEM,266,132
1782,Maine,Swanville,REP,826,454
1783,Maine,Sweden,DEM,283,165
1784,Maine,Talmadge,REP,32,18
1785,Maine,Temple,DEM,336,172
1786,Maine,The Forks Plt.,DEM,38,18
1787,Maine,Thomaston,DEM,1668,960
1788,Maine,Thorndike,DEM,446,228
1789,Maine,Topsfield,REP,124,100
1790,Maine,Topsham,DEM,6552,3944
1791,Maine,Tremont,DEM,1043,590
1792,Maine,Trenton,DEM,987,509
1793,Maine,Troy,REP,593,340
1794,Maine,Turner,REP,3428,2052
1795,Maine,Union,REP,1561,786
1796,Maine,Unity,REP,950,455
1797,Maine,Upton,REP,64,47
1798,Maine,Van Buren,DEM,898,471
1799,Maine,Vanceboro,REP,93,65
